,model,sequence,org_func,num_valid,num_invalid,num_shots,invalid_fn_type,test_passing_completion,test_passing_explanation,n_valid_compl_in_primed_resp,n_invalid_compl_in_primed_resp,n_valid_expl_in_primed_resp,n_invalid_expl_in_primed_resp,possible_completions_response,possible_explanations_response,Unnamed: 0
1276,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 2, 2)}",2,3,4,random,1,1,2,0,0,0,"['8', '9', '10']","['lambda x: (x + 1)', 'lambda x: (x + 4) - 3', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) - 3']",360.0
1277,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: (1 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 3)}",2,3,4,random,1,1,2,0,0,0,"['8', '9', '10', '11', '12', '13', '14', '15']","['lambda x: (1 * x) + 4', 'lambda x: (2 * x) + 2', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) + 0']",361.0
1278,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 1, 3)}",2,3,4,random,0,0,2,3,0,0,"['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: (1 * x) + 4', 'lambda x: (1 * x) + 3 + 1', 'lambda x: (1 * x) + 2 + 2', 'lambda x: (1 * x) + 1 + 3']",362.0
1279,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: (1 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,random,1,0,0,0,0,0,"['9', '10', '11', '12']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)']",363.0
1280,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 3)}",2,3,4,random,1,1,2,0,0,0,"['8', '9', '10', '11']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)', 'lambda x: 4 + (x * (1 + 0))', 'lambda x: 4 + (x * (2 - 1))']",364.0
1281,text-davinci-003,"4,5,6,7","{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 1)}",2,3,4,random,1,0,2,0,0,0,"['8', '9', '10']","['lambda x: x + 4', 'lambda x: 4 + (x * 1)', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]']",365.0
1282,text-davinci-003,"0,1,2,0","{'fn': 'lambda x: (x * 4) % (2+1)', 'offset': 3, 'metadata': ('modular_progression', 3, 2)}",2,3,4,random,1,0,2,2,0,0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9']","['lambda x: x % 3', 'lambda x: (x // 3) % 2', 'lambda x: (x // 6) % 2']",366.0
1283,text-davinci-003,"0,1,2,0","{'fn': 'lambda x: (x * 1) % (2+1)', 'offset': 3, 'metadata': ('modular_progression', 0, 2)}",2,3,4,random,1,1,2,1,0,0,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']","['lambda x: x % 3', 'lambda x: (x + 1) % 3', 'lambda x: (x + 2) % 3', 'lambda x: (x + 3) % 3']",367.0
1284,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 1, 0)}",2,3,4,random,1,0,2,0,0,0,"['10', '12', '14', '16']","['lambda x: (x * 1) + 4', 'lambda x: (x * 2) + 2', 'lambda x: (x * 3) + 1']",368.0
1285,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 2)}",2,3,4,random,1,0,2,1,0,0,"['9', '10', '11']","['lambda x: (x + 1) | 4', 'lambda x: (x + 3) | 4', 'lambda x: (2 * x) | 4', 'lambda x: (3 * x) | 4']",369.0
1286,text-davinci-003,"4,5,7,8","{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 1, 1)}",2,3,4,random,0,0,2,1,0,0,"['9', '10', '11', '12']","['lambda x: x + 4', 'lambda x: (2 * x) + 1', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) - 3']",370.0
1287,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) + 1', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,random,1,1,2,1,1,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) - 1', 'lambda x: (2 * x) + 1', 'lambda x: (1 * x) + 2']",371.0
1288,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: (2 * x) | 1', 'offset': 0, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,random,1,0,2,0,0,0,"['9', '11', '13', '15']","['lambda x: 2 * x + 1', 'lambda x: (x * 3) % (4+1)', 'lambda x: (x * 2) + 1']",372.0
1289,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,random,1,0,2,0,0,0,"['9', '11', '13', '15', '17']","['lambda x: 2 * x + 1', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]']",373.0
1290,text-davinci-003,"1,3,5,7","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,random,1,0,2,1,0,0,"['9', '11', '13', '15', '17', '19', '21', '23', '25', '27', '29', '31', '33', '35', '37', '39', '41', '43', '45', '47', '49', '51', '53', '55', '57', '59', '61', '63', '65', '67', '69', '71', '73', '75', '77', '79', '81', '83', '85', '87', '89', '91', '93', '95', '97', '99']","['lambda x: (2 * x) + 1', 'lambda x: [i for i in range(100) if i % 2 or i % 2][x]', 'lambda x: (4 * x) - 3']",374.0
1291,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 1', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,random,0,0,2,0,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) | 1', 'lambda x: (1 * x) * 2', 'lambda x: (2 * x) - 1']",375.0
1292,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) | 1', 'offset': 1, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,random,1,0,2,0,1,0,"['11', '13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) - 1', 'lambda x: (2 * x) + 3']",376.0
1293,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: (2 * x) + 3', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,random,1,0,2,0,0,0,"['11', '13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: (x * 4) - 1', 'lambda x: (x * 2) + 1']",377.0
1294,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,random,1,0,2,0,0,0,"['11', '13', '15', '17', '19']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) + 3', 'lambda x: (2 * (x - 1)) + 3', 'lambda x: (2 * (x - 2)) + 5']",378.0
1295,text-davinci-003,"3,5,7,9","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,random,1,1,2,0,0,0,"['11', '13', '15', '17', '19']","['lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (6 + 1) or i % (1 + 1)][x]', 'lambda x: [i for i in range(100) if i % (8 + 1) or i % (1 + 1)][x]']",379.0
1296,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) | 1', 'offset': 2, 'metadata': ('bit_or_progression', 1, 1)}",2,3,4,random,1,1,2,0,0,0,"['13', '15', '17', '19']","['lambda x: (2 * x) + 3', 'lambda x: (2 * x) + 5', 'lambda x: (2 * (x + 1)) + 1', 'lambda x: (2 * (x - 1)) + 9']",380.0
1297,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: (2 * x) + 3', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,random,1,1,2,0,0,0,"['13', '15']","['lambda x: (2 * x) + 1', 'lambda x: (2 * x) + 5', 'lambda x: (2 * (x + 1)) + 3']",381.0
1298,text-davinci-003,"5,7,9,11","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 0, 0)}",2,3,4,random,1,0,2,0,0,0,"['13', '15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) | 3']",382.0
1299,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 1', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 1)}",2,3,4,random,1,1,2,0,0,0,"['15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (4 * x) + 3', 'lambda x: (2 ** x) + 5']",383.0
1300,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: (2 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 3)}",2,3,4,random,1,1,2,0,0,0,"['15', '17', '19', '21']","['lambda x: (2 * x) + 5', 'lambda x: (2 * x) + 7', 'lambda x: (x * 2) + 5', 'lambda x: (x * 2) + 7']",384.0
1301,text-davinci-003,"7,9,11,13","{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 0, 1)}",2,3,4,random,1,1,2,0,0,0,"['15', '17', '19']","['lambda x: (2 * x) + 5', 'lambda x: (x * 4) - 3', 'lambda x: (x * 2) + 1']",385.0
1302,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 3', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 3)}",2,3,4,random,1,0,2,1,0,0,"['9', '10', '11', '12']","['lambda x: (1 * x) + 5', 'lambda x: (2 * x) + 3', 'lambda x: (3 * x) + 1', 'lambda x: (4 * x) - 1']",386.0
1303,text-davinci-003,"5,6,7,8","{'fn': 'lambda x: (1 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 2)}",2,3,4,random,1,0,2,0,0,0,"['9', '10', '11', '12', '13', '14', '15']","['lambda x: x + 5', 'lambda x: (x * 1) + 5', 'lambda x: (x * 0) + 5', 'lambda x: (x * 2) + 3']",387.0
1304,text-davinci-003,"6,10,14,18","{'fn': 'lambda x: (4 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,4,random,1,0,2,0,1,0,"['22', '26', '30']","['lambda x: (4 * x) + 2', 'lambda x: (4 * x) ** 1', 'lambda x: (2 * x) + 4', 'lambda x: (2 * x) ** 2']",388.0
1305,text-davinci-003,"6,10,14,18","{'fn': 'lambda x: (4 * x) | 2', 'offset': 1, 'metadata': ('bit_or_progression', 3, 2)}",2,3,4,random,1,1,0,0,1,0,"['20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x) + 2', 'lambda x: (4 * x) + 6', 'lambda x: (4 * x) + 10', 'lambda x: (4 * x) + 14']",389.0
1306,text-davinci-003,"10,14,18,22","{'fn': 'lambda x: (4 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,4,random,1,0,2,0,1,0,"['24', '26', '28', '30']","['lambda x: (2 * x) + 8', 'lambda x: (4 * x) + 6', 'lambda x: (4 * x) + 2']",390.0
1307,text-davinci-003,"14,18,22,26","{'fn': 'lambda x: (4 * x) + 2', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 2)}",2,3,4,random,1,0,2,0,0,0,"['30', '34', '38', '42']","['lambda x: 4 * x + 10', 'lambda x: 4 * (x + 2) + 6', 'lambda x: 4 * (x - 1) + 14', 'lambda x: 4 * (x - 3) + 18']",391.0
1308,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (2 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 1, 2)}",2,3,4,random,1,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (4 * x)', 'lambda x: (2 * x) + 2', 'lambda x: (1 * x) * 4', 'lambda x: (1 * x) + 4']",392.0
1309,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) | 0', 'offset': 0, 'metadata': ('bit_or_progression', 3, 0)}",2,3,4,random,1,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x) + 0', 'lambda x: (x * 4) + 0', 'lambda x: (x * 2) + 0', 'lambda x: (x * 1) + 0']",393.0
1310,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) * 1', 'offset': 0, 'metadata': ('geometric_progression', 3, 1)}",2,3,4,random,0,1,2,1,1,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96']","['lambda x: (4 * x) | 0', 'lambda x: (2 * x) + 4', 'lambda x: (1 * x) * 4']",394.0
1311,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) + 0', 'offset': 0, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,4,random,1,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (x * 4)', 'lambda x: (x * 4) + 0', 'lambda x: (x * 4) - 4', 'lambda x: (x * 4) + 4', 'lambda x: (x * 4) - 8', 'lambda x: (x * 4) + 8', 'lambda x: (x * 4) - 12', 'lambda x: (x * 4) + 12']",395.0
1312,text-davinci-003,"0,4,8,12","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 0, 'metadata': ('exponential_progression', 3, 1)}",2,3,4,random,1,0,2,0,0,0,"['16', '20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (x * 4)', 'lambda x: (x + 4) * 2', 'lambda x: (x * 2) + (x * 2)']",396.0
1313,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (2 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 1, 2)}",2,3,4,random,1,0,2,0,0,0,"['20', '24', '28', '32']","['lambda x: (4 * x) + 0', 'lambda x: (4 * x) + 4', 'lambda x: (4 * x) * 2', 'lambda x: (4 * x) | 4']",397.0
1314,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 3, 0)}",2,3,4,random,1,0,2,1,0,0,"['18', '20', '24', '28']","['lambda x: 4 * x', 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]']",398.0
1315,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 3, 1)}",2,3,4,random,1,0,2,0,0,0,"['20', '24', '28', '32']","['lambda x: (x * 4)', 'lambda x: 4 + (x * 4)', 'lambda x: 4 * (x + 1)']",399.0
1316,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,4,random,1,1,2,0,0,0,"['20', '24', '28', '32']","['lambda x: (4 * x)', 'lambda x: (2 * x) * 4', 'lambda x: (x + 4) * 4']",400.0
1317,text-davinci-003,"4,8,12,16","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 1, 'metadata': ('exponential_progression', 3, 1)}",2,3,4,random,0,0,2,0,1,0,"['20', '24', '28', '32', '36', '40', '44', '48', '52', '56', '60', '64', '68', '72', '76', '80', '84', '88', '92', '96', '100']","['lambda x: (1 * x) * 4', 'lambda x: (2 * x) + 2', 'lambda x: (4 * x) - 4', 'lambda x: (2 * x) * 2']",401.0
1318,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 3, 0)}",2,3,4,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: 4 * x', 'lambda x: (x + 4) * 2', 'lambda x: (2 * x) + 8']",402.0
1319,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 3, 1)}",2,3,4,random,1,1,2,0,1,0,"['24', '28', '32', '36', '40']","['lambda x: (2 * x) * 4', 'lambda x: (4 * x) * 1', 'lambda x: (5 * x) - 4']",403.0
1320,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,4,random,1,0,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: (4 * x) + 4', 'lambda x: (x * 4) + 8', 'lambda x: (x * 5) - 2']",404.0
1321,text-davinci-003,"8,12,16,20","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 3, 1)}",2,3,4,random,1,1,2,0,0,0,"['24', '28', '32', '36', '40']","['lambda x: (4 * x) + 0', 'lambda x: (2 * x) ** 2', 'lambda x: (1 * x) | 3']",405.0
1322,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (2 * x) * 2', 'offset': 3, 'metadata': ('geometric_progression', 1, 2)}",2,3,4,random,0,0,2,1,1,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 12', 'lambda x: (4 * x) ** 1', 'lambda x: (4 * x) | 12', 'lambda x: (4 * x) & 12']",406.0
1323,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 3, 0)}",2,3,4,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (x * 4) + 8', 'lambda x: (x + 4) ** 2', 'lambda x: (x * 4) ** 2', 'lambda x: (x + 4) * 4']",407.0
1324,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) * 1', 'offset': 3, 'metadata': ('geometric_progression', 3, 1)}",2,3,4,random,1,0,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (4 * x) + 8', 'lambda x: (4 * x) | 12', 'lambda x: (x * 4) % (5+1)']",408.0
1325,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 3, 0)}",2,3,4,random,1,1,2,0,0,0,"['28', '32', '36', '40']","['lambda x: (x * 4) + 0', 'lambda x: (x * 4) + 12', 'lambda x: (x * 4) % (4+1)']",409.0
1326,text-davinci-003,"12,16,20,24","{'fn': 'lambda x: (4 * x) ** 1', 'offset': 3, 'metadata': ('exponential_progression', 3, 1)}",2,3,4,random,1,0,2,0,0,0,"['28', '32', '36', '40', '44', '48']","['lambda x: 4 * x', 'lambda x: x + 4', 'lambda x: (x * 4) + 8']",410.0
1327,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (2 * x) * 3', 'offset': 0, 'metadata': ('geometric_progression', 1, 3)}",2,3,4,random,1,1,2,0,1,0,"['24', '30', '36']","['lambda x: (3 * x) * 2', 'lambda x: (x * 6) % (0+1)', 'lambda x: (x * 3) + 0']",411.0
1328,text-davinci-003,"0,6,12,18","{'fn': 'lambda x: (3 * x) * 2', 'offset': 0, 'metadata': ('geometric_progression', 2, 2)}",2,3,4,random,1,1,2,1,0,0,"['24', '30', '36', '42', '48', '54', '60', '66', '72', '78', '84', '90', '96', '102', '108', '114', '120', '126', '132', '138', '144', '150', '156', '162', '168', '174', '180', '186', '192', '198', '204', '210', '216', '222', '228', '234', '240', '246', '252', '258', '264', '270', '276', '282', '288', '294', '300']","['lambda x: (3 * x) + 0', 'lambda x: (6 * x) + 0', 'lambda x: (2 * x) + 0', 'lambda x: (4 * x) + 0']",412.0
1329,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (2 * x) * 3', 'offset': 1, 'metadata': ('geometric_progression', 1, 3)}",2,3,4,random,0,0,2,1,2,1,"['30', '36', '42', '48']","['lambda x: (6 * x)', 'lambda x: (3 * x) * 2', 'lambda x: (2 * x) * 3']",413.0
1330,text-davinci-003,"6,12,18,24","{'fn': 'lambda x: (3 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 2, 2)}",2,3,4,random,0,0,2,0,0,0,"['30', '36', '42', '48']","['lambda x: (6 * x) * 0', 'lambda x: (6 * x) * 1', 'lambda x: (6 * x) * 2', 'lambda x: (6 * x) * 3']",414.0
1331,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (2 * x) * 3', 'offset': 2, 'metadata': ('geometric_progression', 1, 3)}",2,3,4,random,1,1,2,0,0,0,"['36', '42', '48', '54']","['lambda x: (x * 6) % (12+1)', 'lambda x: (x * 3) % (12+1)', 'lambda x: (x * 2) % (12+1)', 'lambda x: (x * 1) % (12+1)']",415.0
1332,text-davinci-003,"12,18,24,30","{'fn': 'lambda x: (3 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 2, 2)}",2,3,4,random,1,1,2,0,0,0,"['36', '42', '48', '54']","['lambda x: (6 * x) + 6', 'lambda x: (6 * x) + 12', 'lambda x: (6 * x) + 18', 'lambda x: (6 * x) + 24']",416.0
1333,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,4,random,0,0,2,3,2,1,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) + 2', 'lambda x: (1 * x) + 2', 'lambda x: (2 * x) | 0']",417.0
1334,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) + 2', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,4,random,0,1,2,0,2,0,"['10', '12', '14', '16']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) + 2', 'lambda x: (2 * x) ** 1']",418.0
1335,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) | 0', 'offset': 1, 'metadata': ('bit_or_progression', 1, 0)}",2,3,4,random,1,1,2,0,1,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30']","['lambda x: (2 * x) + 0', 'lambda x: (2 * x) * 1', 'lambda x: (2 * x) ** 1']",419.0
1336,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (1 * x) * 2', 'offset': 1, 'metadata': ('geometric_progression', 0, 2)}",2,3,4,random,1,0,2,1,0,0,"['10', '12', '14', '16', '18', '20', '22', '24', '26', '28', '30', '32', '34', '36', '38', '40', '42', '44', '46', '48', '50']","['lambda x: 2 * (1 * x)', 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (4 + 1)][x]', 'lambda x: 4 * (1 * x)', 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]']",420.0
1337,text-davinci-003,"2,4,6,8","{'fn': 'lambda x: (2 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 1, 1)}",2,3,4,random,1,1,2,0,2,0,"['10', '12', '14', '16', '18', '20']","['lambda x: (2 * x) * 1', 'lambda x: (2 * x) + 0', 'lambda x: 2 ** (1 * x)']",421.0
1338,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,4,random,1,1,2,0,0,0,"['12', '14', '16', '18', '20']","['lambda x: 2 * x + 2', 'lambda x: (x + 2) * 2', 'lambda x: (2 * x) + 2', 'lambda x: (2 * x) * 1']",422.0
1339,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,4,random,1,1,2,0,1,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (x + 4) * 2', 'lambda x: (x * 2) + 4', 'lambda x: (x * 4) + 2']",423.0
1340,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 1, 0)}",2,3,4,random,0,0,2,0,0,0,"['12', '14', '16', '18']","['lambda x: (2 * x) + 2', 'lambda x: (1 * x) * 2', 'lambda x: (4 * x) - 2']",424.0
1341,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 1, 1)}",2,3,4,random,1,0,2,0,0,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (x * 2) + 2', 'lambda x: (x * 4) / 2', 'lambda x: (x * 8) / 4']",425.0
1342,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (1 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 0, 2)}",2,3,4,random,1,1,2,1,0,0,"['12', '14', '16', '18']","['lambda x: (2 * x) + 2', 'lambda x: (x + 2) * 2', 'lambda x: (x * 2) + 2']",426.0
1343,text-davinci-003,"4,6,8,10","{'fn': 'lambda x: (2 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 1, 1)}",2,3,4,random,1,0,2,0,0,0,"['12', '14', '16']","['lambda x: (2 * x) + 2', 'lambda x: (2 * x) + 4', 'lambda x: (x + 2) * 2', 'lambda x: (x + 4) * 2']",427.0
1344,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 1, 0)}",2,3,4,random,1,0,2,0,0,0,"['14', '16', '18', '20']","['lambda x: (2 * x) + 4', 'lambda x: (4 * x) / 2', 'lambda x: (6 * x) ** 0']",428.0
1345,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) + 2', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 2)}",2,3,4,random,1,1,2,0,0,0,"['14', '16', '18', '20']","['lambda x: 2 * x + 4', 'lambda x: x + 2 * (x - 1)']",429.0
1346,text-davinci-003,"6,8,10,12","{'fn': 'lambda x: (2 * x) | 0', 'offset': 3, 'metadata': ('bit_or_progression', 1, 0)}",2,3,4,random,1,1,2,0,0,0,"['14', '16', '18', '20']","['lambda x: 2 * x + 4', 'lambda x: 4 * (x + 1)']",430.0
